experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
90dc87eb-b863-48e6-98a8-33e646e7fb04,2023-02-11-21-57-29,2023-02-11-21-57-29,True,2023-02-11 21:57:29.304534,,,Pipeline has been started.,experiment.csv,,,2023-02-11 21:57:29.330537
90dc87eb-b863-48e6-98a8-33e646e7fb04,2023-02-11-21-57-29,2023-02-11-21-57-29,False,2023-02-11 21:57:29.304534,2023-02-11 22:00:01.390231,0 days 00:02:32.085697,Pipeline has been completed.,experiment.csv,0.6522812381877459,True,2023-02-11 22:00:01.405857
